日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-07-30	SLV-44213｜【客户UI问题】【地图】停车场搜索-算路页气泡入口-UI问题： 1.停车场深度信息标签颜色错误，不符合预期。包括列表和主图的停车场标签 2.	"现象：停车场标签颜色、尺寸、气泡点击热区及堆叠同时被提报。[Jira最新评论·0729客户会结论]
证据：0729客户会确认UI问题要改；热区/堆叠受高德自定义图层限制，需客户与高德确认，不能混作同一研发结论。[C673地图UE V0.6·850页面/检索图层]"	"结论：停车场标签颜色和尺寸按客户确认UI修复；热区与堆叠受高德自定义图层限制，拆分后由高德侧确认能力。
依据：Jira最新评论·0729客户会结论、C673地图UE V0.6·850页面。
处理：先修UI项并拆出高德能力项；C673地图UI研发负责人处理UI，高德接口负责人处理能力确认。"	FALSE		可转研发		只流转颜色/尺寸UI项；热区与堆叠不得混入研发验收	"Jira最新评论·0729客户会结论
C673地图UE V0.6·850页面/检索图层
C673功能清单·16_地图第45/85-93/298行"
2026-07-30	SLV-44212｜【客户UI问题】【地图】停车场搜索-周边搜、停车场搜索-关键字搜-UI问题： 功能实现问题： 问题一：不符合预期：搜过结果的呈现应当同停车场	"现象：周边搜和关键词搜结果未按客户UI展示停车场气泡。[Jira最新评论·0729客户会结论]
证据：0729客户会纠正了旧理解并明确补UI气泡；主清单第85-93行定义周边搜、结果同框和停车场深度信息，MasterGo含停车场气泡/详情图层。[C673功能清单·16_地图第45/85-93/298行][C673地图UE V0.6·850页面/检索图层]"	"结论：停车场周边搜和关键词搜均应补齐客户确认的UI气泡呈现，属于实现缺失。
依据：Jira最新评论·0729客户会结论、C673功能清单·16_地图第85-93行、C673地图UE V0.6·850页面。
处理：按两类入口补齐气泡、详情联动并分别回归；C673地图UI研发负责人处理。"	FALSE		可转研发		两类入口分别回归，避免只修周边搜遗漏关键词搜	"Jira最新评论·0729客户会结论
C673功能清单·16_地图第45/85-93/298行
C673地图UE V0.6·850页面/检索图层"
2026-07-30	SLV-44210｜【客户UI问题】【地图】深度信息-景区深度信息-标签-UI问题： 1.评论数量应当做优化，不显示具体评论数，仅展示评论入口。 2.如果评分为	"现象：原票聚合评论入口、0评分和长营业时间三项显示差异。[Jira最新评论·0729客户会范围]
证据：0729客户会最终只确认长营业时间改为滚动显示；主清单第298行仅定义景区深度信息字段，未支撑旧表三项同时修改。[C673功能清单·16_地图第45/85-93/298行][C673地图UE V0.6·850页面/检索图层]"	"结论：本票仅按客户会结论将超长营业时间改为滚动显示；评论数和0评分规则不纳入本次修改。
依据：Jira最新评论·0729客户会范围、C673功能清单·16_地图第298行。
处理：实现营业时间滚动并回归长文本边界；C673地图UI研发负责人处理。"	FALSE		可转研发		验收只覆盖长营业时间滚动，其他两项需另有最终输入	"Jira最新评论·0729客户会范围
C673功能清单·16_地图第45/85-93/298行
C673地图UE V0.6·850页面/检索图层"
2026-07-30	SLV-44209｜【客户UI问题】【地图】深度信息-景区深度信息-评论/评分-UI问题： 功能实现问题： 评论应当按照时间由近到远排序	事实：C673地图UE没有评论最新优先规则；7月31日客户沟通最新评论明确“非问题”。	结论：定义为无正式改动要求，可关闭。后续若要最新优先，另立需求并补UE。	FALSE		可关闭		无关闭阻塞；新排序诉求需另立需求	"Jira原票
C673地图UE"
2026-07-30	SD-6421｜【G3G5】VR Search (Googel UIKIT) does not work	"现象：D587-G现测“SEARCH PARKING”误命中meta_id=1026音乐播放，未进入停车场搜索。[Jira最新评论·需新增需求][Alchemy当前结果/标准及项目功能点]
证据：主清单第78-93行有关键字/周边停车场搜索，但现有语音定义未覆盖Search+POI类别句式；最新评论明确需产品需求补充新表达。[C673功能清单·16_地图第45/85-93/298行]"	"结论：现有语音范围未覆盖“Search + POI类别”英文句式，按新增语料/句式需求处理。
依据：Jira最新评论·需新增需求、Alchemy当前结果/标准及项目功能点、C673功能清单·16_地图第78-93行。
处理：定义Search parking/coffee等POI类别句式、槽位和反例并下发；C673海外语音产品负责人处理。"	FALSE		转需求		需求至少覆盖parking/coffee并约束Search与媒体播放冲突	"Jira最新评论·需新增需求
Alchemy当前结果/标准及项目功能点
C673功能清单·16_地图第45/85-93/298行"
2026-07-30	SD-6404｜[内测问题][镁佳][C673-G][0309分支][欧洲-增程200km]7月21 11：07导航中，导航卡片上出现重叠	"现象：[Jira视频·00:05]导航卡片内‘Shuguang Road’与‘Subsequently 94 m...’叠压，Always复现。
正式定义：[C673地图UE V0.6·第1页/第5画板标注3-4]分别定义‘下个道路名称’和‘下下个路口信息和剩余距离’，两类信息为独立分区。
实现事实：Jira模块为Android - Map，Root Cause登记为模块内代码实现问题。"	"结论：导航卡片中‘下个道路名称’与‘下下个路口信息和剩余距离’应按UE分区显示；当前英文长文本相互叠压，属于地图UI显示缺陷，可转研发。
依据：C673地图UE V0.6·第1页/第5画板标注3-4；Jira视频·00:05。
处理：Android - Map地图UI研发按既有分区修复英文长文本布局，保证两类导航信息不重叠并完成欧洲语言回归；程云负责处理。"	FALSE		可转研发		研发需覆盖欧洲长道路名及多语言长度回归，保证标注3/4分区不互相侵入。	"Jira原票·描述/评论/视频
C673地图UE V0.6·第1页/第5画板
C673地图UE V0.6·MasterGo第5画板
C673地图主PRD·C673-6 v20250610"
2026-07-30	SD-6012｜[内测问题][镁佳][C673-G][0309分支][欧洲-增程200km][中文]ParkcityAmap.APK校核问题汇总0708	现象：search_keyword_no_result与search_result_null重复冲突。；证据：生效翻译表已登记删除，SD-6806与Gerrit合入完成。	结论：可关闭；冲突Key已按生效翻译表删除，关联需求与代码合入均完成。 依据：C673-G翻译表变更记录、SD-6806和Jira合入记录。 处理：吴优维持关闭，无需继续转研发。	FALSE		可关闭		后续回归确认APK不再引用已删除Key。	C673-G海外多语言翻译表
2026-07-30	SD-5786｜[内测问题][镁佳]【SWA.3.01】[C673-G3/G5][0309][C673-G3 东南亚-右 500km Ultra 港澳][1	历史：命中1563后副驾仍执行。；当前：两个C673在线车型均误命中1026音乐；项目点26663缺位置前提。	结论：可转语音；该原话当前误落音乐，且1563项目点缺少副驾位置前提，语音配置未满足正式执行策略。 依据：语音执行策略、Jira历史日志、Alchemy当前原话与1563项目功能点。 处理：C673语音配置负责人修正原话映射并为关闭开门预警补“仅主驾”前提，随后车端回归。	FALSE		可转语音		右舵主驾为右前，手动唤醒按项目规则处理；副驾不得执行。	[产品文档] 语音功能执行策略 & TTS规范_20260302
2026-07-30	SD-5517｜[内测问题][镁佳]【SWA.2.94】[C673-G3/G5][0309][C673-G3 东南亚-右 500km Ultra 港澳][1	历史：命中1007后返回“页面已打开”通用话术。；当前：两个C673在线车型均误命中1026音乐；1007项目点支持company。	结论：可转语音；公司位置能力已存在，但马来语原话当前误落音乐，项目语料与目标TTS未闭环。 依据：地图个人收藏定义、Jira历史1007日志、Alchemy当前原话与1007项目功能点。 处理：C673海外语音配置负责人将原话映射至1007并补马来语公司位置TTS，地图侧按company返回收藏地址。	FALSE		可转语音		公司地址未设置时应返回未设置提示，不得进入音乐或手动操作兜底。	Megatronix_地图导航产品需求文档_C385&C673_V6.1
2026-07-30	SD-5515｜[内测问题][镁佳]【SWA.2.94】[C673-G3/G5][0309][C673-G3 东南亚-右 500km Ultra 港澳][1	历史：命中1006但返回中文地址，最终只播OK。；当前：两个C673在线车型均误命中1026音乐；1006项目点存在。	结论：可转语音；当前位置能力已存在，但马来语原话当前误落音乐，项目映射和马来语地址TTS均需补齐。 依据：地图当前位置定义、Jira历史1006日志、Alchemy当前原话与1006项目功能点。 处理：C673海外语音配置负责人恢复1006映射并补马来语目标TTS；地图侧返回可本地化地址字段后回归。	FALSE		可转语音		地址数据需可本地化；定位失败时使用马来语失败提示。	Megatronix_地图导航产品需求文档_C385&C673_V6.1
2026-07-30	PC-38626｜语音标记日志-执行问题-我要操作比例尺	"现象：BIGSUR现测“我要操作比例尺”命中meta_id=1919不支持；“我要设置比例尺”可命中meta_id=1020地图缩放。[Jira原票·最新评论/项目点24567][Alchemy当前结果/标准及项目功能点]
证据：PC-37447/PC-37564已将放大/缩小表达下发到标准功能1448、项目功能24567，相关训练/标注/云端任务已关闭。[关联需求PC-37447/PC-37564·描述]"	"结论：地图缩放项目功能已下发，“我要操作比例尺”仍落入不支持兜底，属于语料映射缺陷。
依据：Jira原票·最新评论/项目点24567、关联需求PC-37447/PC-37564·描述、Alchemy当前结果/标准及项目功能点。
处理：将该表达映射至meta_id=1020并补设置/操作/调整比例尺同义语料回归；深蓝语音NLU负责人处理。"	FALSE		可转语音		回归需验证只调整地图比例尺，不误触其他设置	"Jira原票·最新评论/项目点24567
关联需求PC-37447/PC-37564·描述
Alchemy当前结果/标准及项目功能点"
2026-07-30	PC-38410｜[User][0130]10：14 query"有流感吗"，触发了大模型，期望默认查询当前定位地点当天的感冒指数	"现象：BIGSUR现测“有流感吗”已命中meta_id=1251 weather:query:suggestion，较历史进入大模型已有变化。[Jira原票·描述/完整评论][Alchemy当前结果/标准及项目功能点]
证据：当前路由已到天气建议，但未找到“流感”应查询感冒指数还是进入健康问答的正式产品目标。"	"结论：当前已路由天气建议功能，但缺“流感”对应的正式指数与目标回复，不能据当前命中直接关闭。
依据：Jira原票·描述/完整评论、Alchemy当前结果/标准及项目功能点。
处理：补齐流感/感冒指数意图归属和目标回复后做目标版本回归；深蓝语音产品负责人处理。"	FALSE		待复核		当前路由已变化；缺正式意图归属、指数及目标回复	"Jira原票·描述/完整评论
Alchemy当前结果/标准及项目功能点"
2026-07-30	PC-38360｜【UI设计走查】导航-nan-样式调整	附件对比：实际图仅详细/简洁/静音，目标图增加智能播报。；证据：当前地图交互V0.6已包含四项；原票缺修复版本回归记录。	结论：待回归；当前交互V0.6已明确四项播报模式，Jira附件实际界面缺“智能播报”。 依据：Jira两张附件对比、地图交互V0.6与PC-36946。 处理：地图UI研发按四段控件实现DP4.0目标版本，测试回归选项、选中态和切换结果。	FALSE		待回归		回归需验证四项文案、布局、选中态及模式切换，不只检查静态截图。	C385&673交互设计文档_地图导航（高德）_850_V0.6.pdf
2026-07-30	PC-38201｜【主线】【User】【可见即可说】13：50 微信互联弹窗 query：向上滑/向下滑，未执行可见	"现象：微信互联步骤弹窗中说“向上滑/向下滑”10/10未执行；研发说明页面使用ViewPager2，当前框架未支持。[Jira原票·描述/完整评论]
证据：C673主清单第72行仅明确Hicar可视即可说，未覆盖本票微信互联弹窗和ViewPager2滑动边界。[C673功能清单·12_手机互联第72行]"	"结论：现有正式清单不能证明微信互联该弹窗必须支持上下滑可见指令，当前不直接转研发。
依据：Jira原票·描述/完整评论、C673功能清单·12_手机互联第72行。
处理：补齐微信互联弹窗页面级VUI控件清单、滑动条件和ViewPager2适配目标；手机互联VUI产品负责人处理。"	FALSE		待确认		Hicar条目不能外推微信弹窗；缺页面级控件和滑动定义	"Jira原票·描述/完整评论
C673功能清单·12_手机互联第72行"
